reviewid,comment
272892,I LOVE FRENCH STYLE BAKERIES and this place recently penetrated my heart. The Double Baked Almond Croissant is simply the best and I think I want another one right this second! The only downside is the calories but these calories are delicious in comparison to your grocery store bakery.
813703,"While doing the tourist thing at the Space Needle, lunch rolled around and I knew one thing: I did not want any of the food at the Needle. So, a friend and I strolled down the street and came across Golden Singha. 

I ordered the Garlic Delight with Tofu and had a spring roll as well. †The spring roll was average. Nothing special. †The waiter asked how hot I wanted the tofu and I got the 2nd spiciest, which I think was 3 or 4 chili peppers on the menu guide. †Yes....nice and spicy! †Mix it in with a bit of rice, and just wonderfully spicy and filling. †The service was ok, nothing spectacular, but the food was good!"
193265,"Have to give a 5 star just for their BIG and EASY sauce. For anyone who loves garlic and shrimps will love this place. Whether its crab or the gulf shrimp, both taste phenomenal in their house sauce. The sides of fried okra, andouille sausage, corn, potatoes and garlic bread with the shrimp make a fantastic meal. 
To finish things off the best way beginets make a perfect dessert. The staff is friendly and the ambience is unique. By far my favorite cajun place in Seattle, its worth the money!!!"
998372,Traveling on business and saw this unique restaurant for breakfast. Ambiance of as great. Food tasty nice large portions. Would recommend.
255034,"Not gonna lie, I only come here for HH.

I've been here a handful occasions and from what I remember their regular menu was great. With the amount I eat out, totally out of budget. Thank goodness for me they have happy hour twice a day, and a damn good one.

Their HH menu is pretty large compared to other restaurant and pretty much everything is good. I really like the mussels, smoked salmon, baked brie, crab dip, and $3 or $4 drafts. Most dishes range from $3-$10 with couple exceeding that, but the portions/quality are very good for the price

Great place for after work, and probably one of the best views in tacoma. Don't miss out!"
837932,"Nice people, decent pie, nothing to rave about except the location, which is excellent for access to the 4th of July festivities. Luckily we arrived at 6, and got a table right away. 15 minutes later the line was deep."
885506,The food and service was outstanding.
1951338,I just ate there for the first time. I had the tagliatelle with butter and Parmesan (a sauce offer everyday with your choice of noodles from the board) as well as some marinated green olives. Pasta was perfectly cooked! Will be returning soon.
941258,"Going back some 10+ yrs ago, where they used to make the sausages where today it's a dining room. †Uli the man the myth, the legend himself would be in the kitchen to help out with sales, cooking, or overseeing the sausage making.

Today, there is a small dining room off to the side, which used to be a kitchen for making the sausages. †The right side has the glorious case full of sausages of all kinds with influences from all parts of the globe. †They can cook up for you too anything in the case as a ""sausage Sandwich,"" with a number of different toppings. †I prefer kraut and mustard myself.

Now thinking back to what it was then, to what it is now. †I miss the old Uli's Famous Sausage. †Its lost its luster. †There is a certain quality missing from it all.

Too little salt, to tightly packed and too finely ground up. †I'm just not enjoying it like I used to, where I would go each week down 7 blocks for a sausage sammy. †Now I want something more rustic and artisinal, more flavor. †I'm sorry Uli, I've been seeing someone else for my sausage fix."
823849,"I don't know why I find it so strange that one of the most fantastic restaurants on earth is located in Spokane. †Perhaps it is because Mizuna is across the street from the most bleak-looking Macy's I've ever seen. † But nothing I have tasted at this outrageously good restaurant has been less than fabulous, and it is all so fresh and healthy-not to mention locally sourced and organic. Mizuna makes my top 5 list of best restaurants anywhere, ever.

I highly recommend the Grilled Ahi Tuna Sandwich: a truly delectable piece of grilled Ahi tuna on fresh Ciabatta bread with peppercorn aioli, housemade olive tapenade, thinly sliced roma tomatoes, and organic greens. 

This has to be the most mind-blowingly delicious tuna sandwich on earth. †When made with quality ingredients, fish sandwiches are almost invariably tasty--but this sandwich is a notch above even the best fish sandwich I have tried. I'm not always a fan of rare tuna on bread - I don't always find the textures to be complimentary - but the combination of these two ingredients is one of the most addictive things about this amazing little sandwich. The Ciabatta is freshly made, buttery, grilled and flavorful, and both crunchy and soft at the same time. The tuna is flavourful and such an exquisite texture, neither chewy nor dry but soft and heavenly-seriously, the chef had to have been paying attention down to the second. †The aioli gives the sandwich just a hint of peppercorn, and the tapenade is complex and delicious. †The result is that every time your teeth sink into this juicy sandwich you are treated to an array of incredible flavors and textures that make it impossible to put down until you are finished."
791135,"I don't know what all the negative fuss is about. †This is pretty damn close as you can get to laid back, good homey southern atmosphere as you can get in Seattle. †Too lazy or fussy to bus your own table? †Get over yourself or go someplace else, but you'll be missing out. †The staff is extremely nice and make it clear where to get what you want and need when you order at the counter in the back. †I grew up in the south and have struggled to find good places for southern food that also have the charm to match. †This place works well enough for me.

Now to the food. †Absolutely great! †The eggs and hash combos my mates got were delicious. †My oyster po'boy was better than many I've had in NOLA, though not better than the best, of course. :P †The pecan pie was perfect. †Thick slice. †Not overly sweet like a lot of places make them. †Rich flaky crust. †They serve good Cafe Vita coffee too. †I look forward to getting some biscuits in the future."
809844,Amazing fry bread tacos! Large portions for cheap prices! The cinnamon sugar fry bread was an excellent drunken dessert too!
1339961,"So the consensus is this a good pizza place to hit up after bar hopping which is true! I used to go during lunch in college because it is so dang cheap and the slices are huge. The classic cheese is what I would usually get. Its definitely thin and greasy. I do prefer softer crust personally, theirs is a little tough for me. I also have found they could have have slightly friendlier staff. But overall a place I will continue visit during a night of boozing and cruising the hill."
882468,"Very nice employees! Great cheese samples!! Mac (Penne) and cheese was ehhh good. †It wasn't like mac and cheese to me, the sauce was soooo runny, the penne were over cooked. †It still tasted good..."
863625,"Overpriced and bad (lack of) service.

Visited Volunteer Park Caf√© again on the 4th prior to visiting the SAAM nearby at Volunteer Park. As far as eatery options nearby, there are none within a 3-4 block radius of VPC. So it owns the area that it is located in.

Stopped by to pick up some lunch. Ordered some meat quiche, a sugar & salty cookie and a cup of tea. And paid for it. But only got the first and last item. So over $15 for a piece of quiche and tea. They completely forgot about the cookie. At first, I thought they may have thought that I wanted salad on my quiche and charged for me for that. But that doesn't appear to be the case as salad comes standard with it.

I think the way they are setup as far as stations is the reason for this. The cashier was not the one to provide me with everything. Instead, another person served me my tea and another person served me my quiche. With a setup like this, it is no wonder my order was messed up.

I still like the food, but it is quite overpriced. There wasn't much competition in the 15th Ave so it was fine, but now that places like Bakery Nouveau have moved in. It has become more evident. If Bakery Nouveau can offer sandwiches for under $8, this place should too.

I am still at odds with the no frills service. You kind of feel cheated paying the usual service tip on overpriced food here. Also, I wish they would put price tags on the baked goods and label what the teas contain. The cashier could not name the ingredients in the tea. 

I had to do the eye and smell (my nose was stuffed) test when she gave me the jar to smell to figure out what I wanted. Hard to know what Harmony tea is supposed to be for the average person. I might have to just go to Remedy next time if I am in this part of the Hill and looking for tea.

Given there are more options that are similar to VPC nearby, particularly Bakery Nouveau, I think I will steer clear of this place from now on. Overpriced food and no frills service is not a winning combination."
834216,All I have to say is the pineapple here will change your life.
2196791,"I found this little gem by searching on Yelp, and trusting the positive reviews. Boy, was it a good choice! Lengthy review follows, so for the short version: Worth a visit, respect the effort this chef and staff puts into your experience and you will NOT be disappointed. Small dishes, but so nurturing.

I came here with my mom and boyfriend on a visit down from Vancouver. We all have different tastes in food, so I was nervous about everyone being satisfied. However; the food, decor, ambience, and service were so impeccable that I can't imagine any type of person coming here and being disappointed.

I am a vegetarian and had the baked egg dish. It was small but just right for my hunger level and so thoughtfully put together. The ingredients are high quality and fresh, so you can really enjoy the individual flavours.

My mom is a meat and potatoes gal and had the vegetable lasagna. She really enjoyed it, but what was amazing was that she LOVED the arugula salad. She hates arugula and she would not shut up about that salad!

My boyfriend likes home cooking and got a breakfast dish. He complained that he hadn't gotten the lasagna since he tried my mom's and said it was the best he ever had. He also complained to me that his breakfast was plain and pricey, but I pointed out the handmade sausage, the thick butcher style bacon, the artisan-looking toast, etc. He agreed it was pretty phenomenal after thinking about the ingredients more, but he was still jealous of that lasagna!

We all split the sangria sorbet. MotherHubbard, was it good! Kudos chef!!! My mom was going on and on about the pistachio cookie and asked the waiter if she could buy one to take home. He gave her a little baggie with EVERY cookie they had there. It made her feel so special, and we all raved about how friendly people are in Seattle. The proprietor, Paul, even greeted us on the way out, and gave us some tourist tips! 

Thank you, Tilikum for adding another memory to our amazing vacation, and helping to shape our opinion that Seattle is home to some of the most genuine and artistic people in the world."
970965,"The chicken pho was just so-so, the little dish of hoisen, chili, and ginger was a welcome addition. The fact they offer VENISON, ALLIGATOR, and giant SNAILS has me so excited to return. Wish I had read more of the menu before I ordered. Definitely returning for these unusual offerings."
2628373,"The food is excellent, the servers are great. †The hostesses/hosts could definitely be better. †My 3 person family waited well over and hour for a table when they said it would be 30 minutes. †While we waited, we watched several groups of people be seated (that did not have reservations) that arrived quite a while after us. †That was very frustrating. †The attitude of the hostesses didn't help either."
1109810,"I just had dinner at Dinette and it was amazing!! I had the dates, pork butt and butter lettuce salad.. Shared with my husband and it was absolutely delicious. We are visiting from our of town and I think I could eat there every day!"
1896848,"I've been to this Red Robin about 4 times in the last year. †It's not my first choice among dining opportunities in the Northgate area (mainly because I'm not a big fried food fan, burger fan, or lactose fan anymore). †Often, when I go there it's for some sort of social gathering. † Last week, it was for a birthday. †

I like that there is easy access both from the parking lot and the mall. †It's also nice to easily be able to walking right through the restaurant but you do so at your own risk and the walkway is often crowded with staff, strollers, food trays and what not. †

Customer service is okay. †Once, I got terrible service as I stopped in to pick up a takeout order for someone else. †I got shuffled around the place 3 times before I finally put my foot down and said, ""Where do you want me to sit to wait for my food? †Just tell me and that's where I'll go."" †It was an infuriating experience. †The manager on duty, was very helpful, willing to hear my story, and gave me a gift card for my trouble. †I let a significant amount of time go by before I went back. †

If you like onion rings, bottomless fries, and a host of other fried snackables, this is the place for you. †I'm not a big fan of french fries but for some reason, I can't stop eating these when they're set down in front of me. †Sauces? †They got you covered. †Want a burger? †Perfect. †They have burgers. †I like the taste of their meat but find the buns lean toward the soggy side, particularly when soaked in the grease of said burger. †I love the thickness of the bacon! †They also have tons of lactose evil there ranging from milkshakes to sundaes to smoothies. †

Children appear to be addicted to the mac and cheese. †I'm not a big fan as it's a bit on the watery side for my taste. †I like the cheese a little less like soup. †

Oh, is it your birthday? †Well, have a birthday sundae! †Just in case, they'll sing a song to make you feel special and draw the attention of tables nearby. †

On my last visit, it was about $38 for three adults and a child without tip. †That's not bad. †The food wasn't bad. †I just can't eat bacon and drink shakes all day like I used to so I don't willingly visit very often. †It is a bit of a guilty pleasure so complain as I may, a part of me enjoys it."
320036,"Awesomely good

Just had dinner here. I had the taco plate - 3 soft tacos (one chicken, one beef, one pork - you can choose your own combos) and my partner had an extravagant burrito. The salsas were incredibly delicious. The tortillas for the tacos were home-made tasting. The fillings themselves were outstanding. This is my new favorite taqueria. Hands down. 
One reviewer said they were 'overpriced.' Maybe he's been buying his tacos at Nordstrom. TNT's prices are right in line with pretty much every other taco joint in town. 
Go here. Eat food. Leave happy."
859683,"Nice restaurant. The pink door pretty much indicates that you've come to the right place. Indoor dining seems to be on the more formal side; outside it's a bit more casual, but with a great view of the water if you happen to be faced that way. 

Good service all the way around. I made a reservation, but they were a few minutes late in honoring it, but that's okay. Sat at the bar for a while, they have 3 or 4 beers on draft. Food is decent. Huge plate of clams and mussels for $19. Most plates are $15-20 each.

Recommended if you're in the Pike Market area."
771510,"It's official, I am now addicted to Kale thanks to Veggie Grill's delicious All Hail Kale salad! (Agave roasted walnuts.. yumm).. their chili was good as well. I would not recommend their mac and cheese though, one bite and I could see why my youngest wouldn't eat it.. :P The server was nice enough to switch it out for a burger - thumbs up to good service!

Because the food is wholesome and less processed, it's very filling! 

A note of caution, their sweet potato fries are dangerously addicting :)"
238884,"This is quite possibly my favorite Thai restaurant in the Seattle-metro area. I would even go as far as to put it into my top 10 restaurants in general. I love this place's food so much.

Don't mind me as I just list off all of the food that I always order when I'm there: spring rolls, crab delight, coconut prawns, chicken phad thai, fried trout, and most importantly, the phad kee mao, which is the most bomb phad kee mao you will ever eat in your life."
1515795,"i used to come to this place when it was a Quizno, but stopped coming, because i`m not into lamb. but i always walked by and tell myself that one day, i will goo! that day, finally came, last week when my co-worker bragged about how wonderful this place was. 

oh-em-gee, i`ve been missing out all these years! this place was awesome! (i`m still not into lamb, but they have chicken). †the bread was super good. but i have to warn you though, this is probably not a place to bring a date. it can get really messy."
822625,"This is a really great place to get yourself a gyro. †I've only been here once, but I got outstanding friendly service and a meat loaded lamb gyro!!! †The guy at the counter was super nice and gave me a free cup of tea when I told him my car had a flat tire around the corner. †The lamb gyro was only $6 after tax and what I received was, to my suprise, packed full of tender and savory meat along with the right amount of juicy vegetables and sauce. †I will be coming here again the next time i get a hankering for a gyro, shawarma, or falafel."
1643966,"Not happy last Friday when I took my Groupon to Root Table on the last day of validity. †I rushed through traffic †to get there by 3pm, since the website said open for lunch till 3pm. †Walked in at 2:45 and was told last call for lunch was at 2;30. †Said to come back when they opened for dinner at 4. †
Keeping the customer happy goes a long way. †I will not be back."
2156133,"Filthy. I mean it. Last time I was there the tables were covered with ancient gook. The waitress came and wiped the table with a dirty rag but it didn't touch the old, stuck on stuff. The wings are tasty but not crunchy and you can't ask for them to be that way. Mostly, it's the dirt that keeps me away. Ew."
1454354,Was a little skeptical because it looks like a hole in the wall but those are usually the best places. †And this is definitely one of those places. †Very sweet owners! †The food was amazing. †We got the mushroom burger and the bacon cheeseburger and they were amazing!!! And that's saying a lot because I LOVVVEEE burgers!!! Lol not to mention the fries and onion rings were on point. †All for under $20!
1180948,"Beats iHop (ew) in price and portions! I'm a big fan. You can substitute hash browns with breakfast potatoes, which I HIGHLY recommend. Tasty! The price range is pretty standard with it being about $9 an entree. I've been here twice and ordered (the best) biscuits and gravy both times. Delicious! Next time I'll branch out and be adventurous with trying something else off the menu. I may update my review based on the findings, but so far my luck has been really good. :)"
168285,"It's a Starbucks...but it isn't. †This is hands down one of the go-to meeting places on the hill. †Much cozier than Vivace, and while it doesn't have the amazing coffee quality the nearby competitor does, they do have beer, wine and the standard flavor of Starbucks (which we've all grown accustomed to)."
885338,"I have given this place several tries and I really want to like it but just can't win. I went in there tonight with my wife. We both ordered the New York Strip medium rare. The food came out at a decent time but both of our steaks were Medium well. I figured if your at a place that offers steak they damn well better know how to cook a steak. Its not rocket science, especially when you are paying nearly $30 for a piece of meat. The sides, the asparagus was all soggy and limp the potatoes were pretty good but there only was maybe 4 bites of them. 
On top of it all the server asked how everything was. I told him my steak was good but med well not med rare, he snapped at me and ask if I wanted it re-fired. I politely declined and was about to say I just wanted to let him know as he stormed off and to resurface until it was time for the check. Poor service, mediocre food, if they are busy they will seat you at a table so close to the next one you will feel like you are on a double date. Not going back."
1952502,"I ordered the salmon, and it was an absolute trainwreck of a dish. Honestly one of the least appetizing things I've ever had. †It must have been cooked sous vide -- it was barely cooked, totally pink, and utterly flavorless. Disgusting consistency. †Garnishes were ill conceived, contributed nothing. 

I had a bite of my friends smoky beans, and if I had that I would have had a slightly different attitude. †But my food sucked. 

The real take away point was the inept service, from beginning to end. †When they weren't ignoring us they were saying stupid things, recommending too many dishes, and utterly failing to keep the front door closed. My wife got up and closed it maybe 20 times during our meal, after people walked in and sat down. During that time, the staff closed it a grand total of zero times. †They also failed to bring us our coats. †We had paid (exorbitantly) and stood there waiting †for someone to come notice us, maybe just bring our coats without our asking. 

Oh yea, your freaking door is broken. Considering the next sentence, you better freaking fix it. 

Food and a couple glasses of the cheaper wine @ $100 a head. So not worth it. Not worth a third of that."
825775,"My husband and I dined here on the first day of Seattle Restaurant week. It was a great experience. The service was great and the food was awesome! I personally felt that 3 courses for $28 is worth it!

This was what I had -

Warm bread while waiting for our food. We also chose the wine pairing for each course at $18. 

First Course: Caramelized Carrot Soup: braised celery, fried Walla Walla onions, micro mirepoix

~It was a cold and rainy evening so the soup was the perfect warm up for dinner. Yummy! Soup was sweet and creamy. Great comfort food! 

Second course: Grilled Albacore Tuna: confit tomatoes, smashed marble potatoes, sweet basil emulsion and candied olives

~It looks small BUT it really fills you up! Tuna was fresh and tasted really good with the sweet basil pesto. Wish there was more pesto on my plate :D

Third course: Cream Cheese Huckleberry Bread Pudding: white chocolate Chantilly, huckleberry compote, and candied almond slivers

~Dessert!!! My favorite! I Love the bread pudding. It is not too sweet, the huckleberry sauce is delicious - i think the sweetness and sourness evens out nicely!


---------
Yes! i would totally recommend this place. In fact, I think that it's a must go for Seattle Restaurant week. ohh... It's a lovely place to bring your date for dinner ;D 

[The only thing I didn't like was.... I made my reservation via Opentable and it was not eligible for dinning points. Wonder why was it so?! Bummer! ]"
878255,"First, full disclosure: I'm not from Washington so the quality of sushi I'm used to might be a bit below average. †That said, I thought the sushi here was delicious. †I also don't really know what the average price for sushi is in this area, but I thought the prices were very reasonable. †Highly recommended."
175969,"This visit was my second Restaurant Week dining experience at Staple & Fancy and I must say, I was much more impressed this year. † As before, the meal starts off with a series of small plates. †House made mozzarella with bottarga shaved over the top, a light mixed green salad, pork prochetta, octopus and chickpea salad and my favorite, the smoked Arctic Char and Mackerel crostini which was knock your socks off fantastic! †

For the entree I had braised pork cheeks with creamy white polenta and broccoli rabe. †The pork was extremely tender and, well...porky goodness! †The pork with the polenta was almost too rich but the portion was just right. †Room for dessert? †How about their incredible ricotta cheesecake with blueberries and lemon curd? †Delish for sure but the test of The Wife's chocolate gelato had me second guessing. †

Service was top notch and attentive. †The server knew that The Wife was a pescatarian so in difference to me having all the prochetta, she sent over an anchovy on a hard boiled egg with ailoi. †A very nice touch that was rewarded.

The wine list has a good selection at different price points and the decor is quaint. †A pleasant meal at a bargain price."
1132701,"This place has an amazing view. Great relaxing atmosphere and friendly staff. The customer service was outstanding. Probably some of the most friendliest staff that we have met. Smiles everywhere you went. It came out to about $60 dollars for the wife and I to eat brunch. Pretty cheap for the great service and delectable food. The waiter kind of forgot about us, but once we asked for our drinks once more he came back frequently. 

They have themes here and this weeks theme was Hawaiian. Now that might sound off putting to those who want a traditional brunch buffet. They have just that as well. They had an omelette bar, scrambled eggs, bacon, sausage, waffles, French toast, and crepes. Along with that they had Hawaiian tasting food. Delicious chicken and other plates I cannot do justice to with words. Great food. Great place. Definitely going again in the near future."
2628425,"UPDATE: †Do you like Norovirus? †Me either... and this lovely place gave it to me. †My buddy and I shared one of the ""Feasts"" that they pour on the table, and we both contracted the Norovirus, also known as the Norwalk Virus! †I've been up for 12 hours vomiting with; diarrhea, muscle aches, fatigue, hallucinations. †NOT FUN!! †This is the same virus that makes entire cruise ships get sick... so I'm curious who else got sick here... †I cannot, and will not, ever return to this dreadful place. †Please read below for my actual dining experience (before i was sick).

-----------------------------------------------------------------------------------------------------------

Okay. †Let me be fair here right off the bat... I LOVE THIS PLACE!!! The food, the view, the experience of smashing everything with a wood mallet is a great time... but this last experience presented me with customer service far from acceptable, which they are only getting two stars.

Dustin, our server, showed promise out the gate. †Attentive, courteous, not overbearing, until it came to ordering drinks. †He judged my fiance when she was trying to decide between the ""Pint and the Liter"" beer.... specifically, he said ""the liter is really more than you need"".... I was shocked. †

Patrons at our table were then again judged when ordering chowder.... one person ordered a bowl so we could try it, and he was judged ""well that is a lot of chowder considering you are getting the feast!"" †Unacceptable.

The biggest issue was our seafood feast. †Fantastic seafood, crab, mussels, clams, etc. †But about halfway through we noticed our feast had no potatoes .... we were bummed, so we let our busser know. †He went to let Dustin know. †Next thing you know, Dustin is charging up the stairs and dumps a huge bowl of potatoes on our neighbors table. †When we told him*our* feast was missing the potatoes, he said ""oh really?"" then the neighbors said, ""ou can take them back!"" †Then right in front of us, Dustin yells to the other table ""No, it's okay, you eat them!"" †Rude rude rude.

No discount on our bill, no trying the potatoes. Unacceptable experience from a crappy waiter ruins a good place. † I still recommend people trying this place, just don't get this waiter.... or clarify your desire for idaho suds! :P"
270878,"I had the number 2 (grilled onions, blue cheese) and added bacon. †The bacon was really not necessary because the onions and blue cheese were so flavorful and pretty much kept me from being able to taste the bacon. † 

The only drawback this time was that there was too much liquid which made the bun a little soggy. †Much of this could have been mitigated if the restaurant would simply toast their buns so they don't soak up so much of the liquid. †In spite of that, the burger and fries were excellent and this is a great place for a burger in a town that I don't associate with good burgers. † †The parking is free but the lot is really small so you're better off finding a place on the street (unless you don't care about getting your door dinged--I did not but I am sure it has happened to many people because the lot has about 25 spaces and really only has room for about 20). †Enjoy, good stuff. †Next time I am going to try the Philly Smash burger. †It †looks like a winner!!! †This review took place on the 26th of January."
817364,"Great spot. †Great lighting...good music. †Most importantly, good food and good time."
1022848,"If you're looking for the most authentic Mexican meal you've ever eaten, you probably shouldn't come here. The food here is good - don't get me wrong. Just don't go in with high expectations that this will be the best meal ever. 

I come here regularly and I almost always order the nachos - hard to mess up, I know, but still delicious every time. And the price can't be beat. I noticed that when they switched from Azteca to Don Eduardo's, they changed the menu a little and added a salsa bar. Cool! But I love the familiarity and cozy atmosphere here, which is why I still stick to the usual. 

The servers here are great for the most part. I've only had a couple off moments in all my years coming. And I am always entertained by the Waiter With The Extra Long Pinky Nail. What does he do in his off time?? Someday I will get up the courage to ask him, though I'm pretty sure I'm not the only one who knows what the answer would be....

The food gets three stars and I'm throwing in the extra star for the nice servers and ambiance. †Maybe someday I'll get something besides the nachos that will blow me away. Nah, who am I kidding?"
1901761,Great place very attentive waitress. Food was up in less than 15 minutes. † We had the crazy monkey roll catipillar roll mixed tempura and edamame. †All was beautiful ly presented fresh and delicious. †Perfevt for two 33.00. †Will definitely come back.
817277,"Did I go on a bad night? 

We got a table right away, but it took at least 10 minutes for a server to even bring us menus. I †would understand if they were busy, but they were not. Looking around, I could see plenty of staff, but no one seemed terribly organized. The server was very nice, took our order for the food and drinks. We got our drinks right away, but waited 25 minutes for our order of garlic fries to show up....25 minutes for an order of fries?!?! I will give them credit for the garlic fries, they were very tasty.

 Then our wings showed up...wish they would have left them in the kitchen, or on the poor chicken. I know the menu says a pound of wings (precooked weight)..this was no where close to a pound. They were small, tasteless, limp and overall disappointing. I actually felt sorry for the chickens that gave up their wings, considering how this place served them.

Needless to say, first and last time for this restaurant."
1027959,"We went to Duke's on a Saturday afternoon and it was comfortably busy. We sat outside.

We had fish and chips and shared a bowl of their chowder. We also had iced tea and a cocktail. 

First of all, the food truly is divine and their home-made tartar sauce is delicious. They have rather large portions and nothing tasted pre-made or frozen. 

The drinks were fab! 

The wait staff is attentive and polite and is quick to anticipate your need.

My only tiny complaint is the outside decor: very, very dated and looks like cheap backyard furniture. It's a turn off to enjoy amazing food, great wait service and a lovely view from a plastic chair."
1947013,"i can't believe i never wrote a review for this place! i haven't been here in AGES for dinner so this review is strictly for dim sum (different chefs). i hadn't come here for dim sum in a while too actually. not because i don't like the place, it's just that it's ALWAYS jam packed! most dim sum spots have a prime time of about 11 - 1 ish. this place is jumping from 10 to 2:30 or 3! yikes. so it's crazy that i thought we could snag a seat for the five of us this past monday on prez weekend! but i'm actually not crazy cause i was rollin' with my folks and my folks are old school chinatown :) i dropped them off while i went to park the car so they could wait in line. i guess that was not necessary because by the time i got back to the restaurant from parking we had a seat already! how can that be? the line was out the freakin' door. shoot, you don't know my moms. the hostess saw her rollin' in and was all like ""oh! mrs ma, you're here for dim sum? how many? ok, right this way"" she didn't write no names in the book or nothing. she just had somebody clear off a big table for us and viola! hahaha. i love eating with my folks!!!! ok, so on to the food. we started with the staples: har gao, shiu mai, chicken feets, shrimp rice noodle wrap, scallop dumplings, tripe (book), stuffed green peppers x2, sticky rice wrapped in leave, tripe (honey comb), tofu skin wrapped pork, fried tofu skin wrapped pork/shrimp, and other stuff i'm forgetting. everything was fresh and very hot. i can see why with this kind of turn around it's not hard to keep things moving and that's the key to successful dim sum. you can't have stuff steaming in the carts indefinitely. the only misses in my opinion were the honey comb tripe. flavor and texture were not there. not nasty but compared to everything else it wasn't as good. what was a surprise to me was the level of service. sure, it's not like in richmond, bc where you have an individual captain but the push cart ladies and really all the staff were smiling and friendly, never surly - i know! crazy! still hands down the best dim sum in seattle in my opinion."
1447864,"I came back to this restaurant after a long absence and was so glad I did. They remodeled inside and have a new Chef and new things on the menu. Definitely does not fall under tourist trap like some of the other restaurants nearby. When we spoke with the manager they pointed out which ingredients came straight from the market next door and which Pike's Place vender to find them from! 
The seafood entrees were excellent and worth the price but the real hit were some of the sushi. We went back the next day for lunch!
The staff was wonderful and attentive and I loved the atmosphere. 
Go for dinner and enjoy the view of the Seattle waterfront!"
777540,"Highly recommend! 

On a visit to Seattle, we came for dinner and the cabaret show on Saturday night. We had made a reservation but ultimately ended up sitting and eating at the bar, which worked out well because we were close to the stage for the show. The food was excellent and the bartender was very accomodating. 

The best part of the visit was definitely the cabaret show. A little people watching is an added bonus too."
873731,"Way too expensive. Selection is decent but at the prices you could EASILY go to a very nice restaurant for the cost. Check out cheaper alternatives in the surrounding area.

I've changed my review from 1 star to 2 because the service is fine. I'd still highly suggest staying away if you don't want to spend $20 - $30/person for average sushi."
822258,This place is awesome! Fun waiters and yummy yummy food :D
979250,"The wings. That is really all I need to say. Large, just spicy enough to please without upsetting my stomach during lunch! We didn't love the pork tacos, but the manager was incredibly attentive and took care of it. The coconut shrimp are also a win. We will for sure be back!"
1004867,"There are so many other great restaurants in the area that really it is a waste of money to go to this place, and it is not cheap either!!!. †I used to be a super fan of their Seattle and Woodinville locations. They use to have something called Chicken in the Jungle that was simply amazing but they removed that item from the menu long time ago. †Their food now is mediocre and the service not much better. †

I find it really sad that Racha took the spot of Typhoon which was a great restaurant."
1159407,"I am not a vegan or vegetarian, but this place is excellent. I recommend the Thai Peanut Bowl or the THC sandwich with tempeh bacon. Yum. The staff is always very friendly and the service is prompt. I cannot recommend this place enough. The vibe is very welcoming and unpretentious."
790296,"It's pretty good. A little on the pricier side and I agree, service can be bad if you're eating a full meal in the bar, but eh whatever, sit upstairs. I'll be back. Crispy garlic chicken A+. The building is pretty too."
512955,"The food here is good and comes in extremely large portions! This place is especially good for large groups where you can share appitizers and do a ""round robin"" type dessert share to try their EXCELLENT desserts!"
421592,Awesome thin pizza and parking available in back
1448848,"Let me say this first I'm a huge fan of local businesses and soul food, so I was looking forward to trying this place. The first time I came here they were closed because their frier was down. This time I arrived at 11:30am, but the door was locked and it said they open at 11:00 on the door. I was about to leave, but decided to call to see when they were going to open. They said we are opening now, so I was very happy to get in especially since I drove from Tacoma. The food is pretty pricey compared to other places. Gumbo was $18.99 and most meals were at least $12.00. I ordered the spicey drumetts and I know they are drumetts, but they were the smallest pieces of chicken I have ever seen in my life. They looked like wings and legs off a baby chicken. Chicken was seasoned well and tasty, but soooo small. I had it with red beans and rice witch was probably the best part of the meal. Cornbread was good. Also ordered a small side of mac and cheese for $4.99 and it was only ok. My wife had chicken legs and waffles that was nothing special, only ok. The last surprise was the bill, $33.00 for the lunch. Oh yea also credit card machine was down so I had to walk to the bar next door and use their atm witch charged $2.50 for the transaction. So gas and $35.00 later I have to say I'm very disappointed. I hoped for so much more from this place, but I can't say I will be returning. The only upside is the people are very nice, but it doesn't make up for all the downsides."
799795,"Saw this place on Triple D on Food Network, decided to try it out since I lived in Seattle at the time... Was not impressed! Greasy, thin onion rings. They try and sell you on the tartar sauce because the onion rings have absolutely no flavor but oil! Disgusting, sloppy burger. Everything just falls out onto the plate. $3 medium tea. This place was overrated and over priced. I will gladly spend whatever amount on good food, but this place was a huge disappointment. I've had way better burgers, onion rings, elsewhere. I'm worried about the people that rated this place ""amazing."" Do they know what good food is, because I'm assuming they have no clue. Save your gas and money and check out other burger joints."
1113482,"I was in the area on Saturday and popped in here for lunch seeing as it had good reviews. It's quite funky and unassuming in the restaurant. You order at the counter and they bring you your order when ready. Although the staff was friendly, you immediately get the sense there is no flexibility on the menu as ""no substitutions"" and other such language is prominently displayed on the order and menu signage. I decided to go with the cutting board bento box and was disappointed that it was mostly all breaded and deep fried. I thought the food was ok - nothing too exciting, but then again I am not that into breaded and deep friend food. That said, it looks like they are most popular for their curry. I would have certainly ordered a veg curry as I don't eat beef, but all they have is beef and a sign that says they don't do veg curry. I assume they have written that sign up because they get a lot of people asking for veg curry. If so, it might be a good idea to add it to their menu? That might encourage me to give this place another try someday. For now, I will probably pass on returning here."
